label,text,posneg,
half-true,"Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""",TRUE,
half-true,"All members of Congress are required to be in Obamacare, but Obama and members of his administration have their own gold-plated health care plans that theyre in.",TRUE,
FALSE,Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,FALSE,
FALSE,Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,FALSE,
TRUE,"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",TRUE,
half-true,"Average families are spending roughly $2,000 more a year on energy costs. ... It's like a $2,000 energy tax in just the last seven years, more than three times what the typical American family received from the Bush tax cuts.",TRUE,
mostly-true,"Rhode Island could tell you who has a camper, but we couldnt figure out who has a gun.",TRUE,
TRUE,Says the United States does not trade as much as other developed nations.,TRUE,
mostly-true,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state employment commission reinstated the person.",TRUE,
half-true,"If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East.",TRUE,
mostly-true,Says U.S. Senate rival Eric Hovde refused to pay his property taxes until he was taken to court.,TRUE,
TRUE,Ted Cruz was the longest-serving solicitor general in the history of Texas.,TRUE,
mostly-true,"Today, home sales are up nearly 50 percent from where they were in the worst of the crisis.",TRUE,
FALSE,Polls on legalizing same-sex marriage are not dramatically changing.,FALSE,
FALSE,"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.",FALSE,
FALSE,"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""",FALSE,
half-true,New Mexico is the second Hollywood because of tax incentives for the film industry.,TRUE,
mostly-true,"Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.",TRUE,
mostly-true,"Says that in Texas, Republican nominees get 40 percent of the Latino vote on average.",TRUE,
FALSE,Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.,FALSE,
FALSE,Says Oregons political tax credit is something every state should have and no other state does.,FALSE,
half-true,"The United States doesnt have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.",TRUE,
FALSE,President Barack Obamas policies have resulted in gas prices being reduced from $3.07 per gallon when he was sworn in in 2009 to $2.30 today.,FALSE,
FALSE,"When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.",FALSE,
FALSE,I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.,FALSE,
half-true,"The Obama administration willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.",TRUE,
barely-true,"When Susan Rice spoke about Benghazi on Sunday news shows, she said that al-Qaida might be involved, or other al-Qaida affiliates might be involved, or non-al-Qaida Libyan extremists, which I think demonstrates that there was no effort to play that down.",TRUE,
FALSE,Wisconsins effective unemployment rate is 20 percent.,FALSE,
TRUE,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,TRUE,
FALSE,Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,FALSE,
FALSE,Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.,FALSE,
FALSE,"Says that under President Obama, theres been a substantial increase in federal government jobs.",FALSE,
mostly-true,We have the second highest corporate tax rate among our trading partners.,TRUE,
mostly-true,"Says $1,100 of the tuition paid by every Oregon university student annually goes just to pay the costs of PERS.",TRUE,
mostly-true,"More than 32,000 Americans lose their lives to gun violence each year.",TRUE,
half-true,On transportation financing,TRUE,
barely-true,"A bill to cap carbon emissions could cost Ohio 100,000 jobs.",TRUE,
FALSE,I am the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,FALSE,
mostly-true,"When the Constitution was written, (only) 20 to 25 percent of the people in the country could vote.",TRUE,
barely-true,Obama has proposed 442 tax hikes since taking office.,TRUE,
barely-true,"Says Obama flip-flopped on a gas-tax ""holiday.""",TRUE,
FALSE,The Ukraine Orange Revolution in 2004 was the first color revolution.,FALSE,
pants-fire,"McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' ",FALSE,
mostly-true,"Every month, another 50,000 U.S.-born Hispanics turn 18 and become eligible to vote.",TRUE,
FALSE,The health bill's plan for comparative effectiveness research would be used by the government to ration care.,FALSE,
mostly-true,We supported the first new nuclear power plant in three decades.,TRUE,
TRUE,"Under Gov. Kasich, Ohio wages have increased by $10.3 billion.",TRUE,
FALSE,"New carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224,000 more people out of work every year.",FALSE,
FALSE,Qataris dont really work.,FALSE,
TRUE,"New Jersey has the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.",TRUE,
pants-fire,"New tax increases that went into effect on Jan.1, 2015, all passed under the Affordable Care Act, aka Obamacare.",FALSE,
TRUE,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",TRUE,
half-true,PolitiFact Texas gave a David Dewhurst TV ad a Pants-on-Fire rating as an outrageous lie.,TRUE,
FALSE,"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",FALSE,
mostly-true,Says Rob Portman said the auto rescue was a lousy deal for Ohio.,TRUE,
mostly-true,I've always said it's (offshore drilling) up to the states and I still say that.,TRUE,
half-true,Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.,TRUE,
FALSE,Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,FALSE,
mostly-true,"$500 billion of the extension of the Bush tax cuts for the wealthy goes to 120,000 families.",TRUE,
TRUE,"John McCain ""said publicly that Hillary Clinton would make a good president.""",TRUE,
barely-true,Says Michelle Nunn is for amnesty.,TRUE,
mostly-true,"The federal government only ordered BP to pay ""to do one of those six segments"" of sand barriers for Louisiana.",TRUE,
mostly-true,The recently passed transportation funding bill is a billion-dollar tax increase for Georgians.,TRUE,
pants-fire,Austin is effectively imposing a ban on barbecue restaurants.,FALSE,
FALSE,Ron Klein sponsored an amendment that specifically allows price gouging.,FALSE,
barely-true,Female students at UVA have a 20 percent chance of being sexually assaulted.,TRUE,
TRUE,"We reduced the government workforce by 13,000, 11 percent, during my eight years.",TRUE,
barely-true,Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesnt have health insurance -- they can go to the hospital and get free care.,TRUE,
half-true,380 Americans have been killed in 294 mass shootings in 2015 alone.,TRUE,
half-true,Atlanta Tea Party co-founder Debbie Dooley wants gas taxes raised.,TRUE,
FALSE,China owns more of our bonds than do Americans.,FALSE,
barely-true,"NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.",TRUE,
pants-fire,"Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.",FALSE,
